날짜,제목,닉네임,종목,게시글,댓글수,조회수,공감,비공감,게시글내용,댓글
2025.06.25 13:56,5만 전자 하락하나,ht******,005930,305070707,0,40,0,1,"MSCI편입 실패로 삼전 음전 했구나 관찰대상국
에서 제외 되었다는데 이젠 삼전7만원의 기대도
물건너 갔네 에라이~",
2025.06.25 13:55,서울 대ㄷㆍㆍㆍ,bsss****,005930,305070663,0,30,0,0,"햐ㆍㆍㆍㅇㅇㅇ성ㅌㅁㅁ
주식ㆍㆍㆍ",
2025.06.25 13:55,대출퇴짜맞고,kyk5****,005930,305070610,0,34,0,0,"짜장,짬뽕,탕슛까지 먹어도 우울하네~ㅠ;;",
2025.06.25 13:54,t업계분위기는 삼성 회복불능이 대다수,fals****,005930,305070536,0,48,1,0,"참 OOO이네

있는 것도 못지키는 이재용",
2025.06.25 13:53,주진우 병역비리 파 헤쳐야함,seog****,005930,305070324,2,48,5,1,"내가 볼땐 확실하다
나도 20살때 간염보균으로 3급 받았고 군대 가서 주특기 1311 전포 제대했다
물론 지금은 만성 간염 가지고 살고 있다
주진우는 신의 자식이냐?
먼 간염으로 면제냐? 젠장",이왕재 교수 비타민c 메가도스 거의 만병통치약으로 선전하던데..ㅋㅋ | 비타민C 드소. 이왕재 교수 찾아보시거 간염 사라짐
2025.06.25 13:55,주진우 병역비리 파 헤쳐야함,jang****,005930,305070573,0,21,1,1,"시끄럽다!!
어준이 찾아가서 글 올려라",
2025.06.25 13:53,?,y903****,005930,305070322,0,24,0,0,국장 기관 10 자녀들,
2025.06.25 13:52,대통것이 밤새 술 차마시던 나라,dudq****,005930,305070237,1,40,2,1,"이젠 바뀌어야 한다

대통 폭음금지법 제정하라",대통령 드럼통 금지법도
2025.06.25 13:52,용주골부인 입원 5일차,dr******,005930,305070217,0,37,7,0,"용주골 영업언제 재개하노 ?
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",
2025.06.25 13:50,그건 태평양 전쟁영웅 맥아더장군의 참전 ...,jjh4****,005930,305069960,0,23,0,0,"낼은 ..

김구주석 서거일 ....

오늘은 ...

https://youtu.be/Vl_1l9xoImk?si=km_TYBmBPlHywhSI",
2025.06.25 13:50,올 연말 까지 들고 있음 7만전자 갈까요...,jhki****,005930,305069870,2,103,3,3,"작년 10월부터 56.600원에 들어왔는데
가능성이라도 보이면 버티갰는데",순진하시네용~~국내시장은 줄때 먹고 나와야됩니다. 무조건이요 | 무근거 뇌피셜 7만전자 도달 시기 알랴쥼 : 25년 11월 ~ 26년 2월
2025.06.25 13:49,2찍은 능지가 닭대가리라면서요?,fant****,005930,305069726,1,37,3,3,그래서 이제 개무시 할려구요. 소 귀에 경 읽기. 그냥 저러고 살다가 가게 내버려 둡시다. 무관심을 2찍에게 어디서 개가 짖냐?,거기에 노예근성 까지 갖춤 ㅋㅋㅋㅋㅋ
2025.06.25 13:48,윤성려리 출국금지,skbj****,005930,305069615,1,44,1,0,도망 못가겠네,찢죄명이는 국제범죄자.
2025.06.25 13:47,국제학교 교회 다니면 보낼수 있자나,rais****,005930,305069556,0,39,0,0,"교회 사립 국제학교면

교회에 귀의 한 그런 사람들 키워주는데도 있지
않냐? 거기랑 연결된 미국 대학 보내주는 데도 있을껄

교회 그 종교인같은 그런 사람들 거의 교회에서
생활비도 주고 키운다 해야 하나 사역자?
장학생같은 그런 느낌으로
교회밥 먹으면서 사는 사람들
교회에서 일하고

회사에서 교육시켜주고 학교보내고
석박사 따게 하고 월급주고 그런거 같은

그거 생각나던대
그론거 아닌가 교회에서 새출발한사람

교회가 서포트면 생횔비하고 재산이 필요없자나 어차피다 교회 기부하고 그돈이 학비되고 샹활비 되고 그럴텐데 교회서 다해줄껄

교회 가봤으면 그 생각 부터 할거 같은데
제네 왜 경험부족인가 심하다

하나님의자식들 뭐그런거있을껄

교회몇번가보면 딱보이던데 그걸모르나
괜히 유학생들이 교회다니는 무리가 많은게 아냐
딱봐도 종교인이미지인데
목사 될려한거 아님?",
2025.06.25 13:47,참신한 기술 발전과 혁신이 필요한 삼전,orch****,005930,305069459,0,22,0,0,"옛말이 되었나?
배가 많이 불렀나?
도전의 삼성이 멋 있었는데.
지금은 현실 만족 지향 하는 듯
뒷 따라 2등으로도 개만족??.....................................",
2025.06.25 13:46,십석열이 체포영장 청구,clea****,005930,305069402,0,18,3,0,훈훈해요 기뻐요,
2025.06.25 13:46,껄깝 전자,lake****,005930,305069354,0,22,0,0,무능한건 알겠고 자리에서 빨리 물러나라,
2025.06.25 13:46,미국 타임지에서도 박근혜 뽑을때 한심하다...,yemi****,005930,305069298,0,23,0,1,"기사 나왓드만
일본에서 독립시켜?드니 시골에서 올라와 쿠데타나 일으킨 백정놈들이 계속 대통령을 줄줄이 하니깐 얼마나 한심햇을꼬 ㅋㅋ",
2025.06.25 13:46,매도,bwh3****,005930,305069272,0,40,1,0,"하락추세 55000~57000까지 추락
빨리 매도하셔요
한물간주식 차라리 하이닉스,제주반도체로 갈아타셔요",
2025.06.25 13:45,손실보고 매매가 불가해 내일까지 버텨서,kwan****,005930,305069122,0,43,0,0,"배당으로 만회할 수 밖에 없네
10년은 받아야 되나",
2025.06.25 13:44,군대갈때만 되면 급성간염 급성부동시,sk******,005930,305069066,0,26,5,0,"검사들만 그렇더라

병역비리 우르르 쏟아질끼다",
2025.06.25 13:44,일단 고벡 55000원,jmsp****,005930,305069003,0,87,0,0,웨잇,
2025.06.25 13:43,찢이 트럼프가 오지 말라 했나봐?,qodz****,005930,305068875,0,31,1,4,모지리 푼수를 뽑았나봐~!,
2025.06.25 13:42,"Ai, 데이터센터, k엔비디아",laze****,005930,305068832,0,37,1,0,"입벌구야 헛발질 그만하고

있는 반도체나 밀어줘라

기술 빼가는 중공간첩법 만들고

개기는 일부 황제노조 때려잡아주라",
2025.06.25 13:42,북 핵폐기물 서울 및 수도권 및 서해안 ...,csat****,005930,305068822,0,24,1,0,"부산으로 이사가야 하나????
와우
.
.

##♡♡~☆~♡~♡~♡♡~☆%",
2025.06.25 13:42,삼전없이 5천피 못간다,free****,005930,305068810,0,47,2,1,잼통께서 호재를 주소서,
2025.06.25 13:42,삼전없이 5천피 못간다,free****,005930,305068810,0,47,2,1,잼통께서 호재를 주소서,
2025.06.25 13:42,삼전없이 5천피 못간다,free****,005930,305068810,0,47,2,1,잼통께서 호재를 주소서,
2025.06.25 13:42,삼전없이 5천피 못간다,free****,005930,305068810,0,47,2,1,잼통께서 호재를 주소서,
2025.06.25 13:42,윤석렬정권때 통역관들 입꾹닫하고 월급받아...,sk******,005930,305068778,0,25,3,0,"해외 나가면 한마디도 통역할게 없었단다

아무리 콜걸이 ""야 나가나가""해도 앉아서 혼자 멀뚱멀뚱

통역도 하품 멀뚱멀뚱",
2025.06.25 13:42,한번 떨어지기 시작하면,alfn****,005930,305068730,0,37,0,0,장대음봉..,
2025.06.25 13:40,"북극항로 시대, 러 함대 부산주둔 하나?...",csat****,005930,305068534,0,20,0,1,"와우
.
.


##♡♡#♡~☆~♡~♡~♡",
2025.06.25 13:39,코스피 5000,chan****,005930,305068394,0,50,0,1,가도 5만전자.. 웃긴다,
2025.06.25 13:38,팔길 잘했다.,bell****,005930,305068248,1,135,3,0,또 6만 이하로 돌진..,낼은 후회 할것같은데
2025.06.25 13:38,625의 진실..,elle****,005930,305068202,0,47,0,0,"대한민국(남한과 북한)에 전쟁을 일으켜서
미국과 소련에 돈을 벌게한 주식전쟁이였습니다..625

미국과 소련(구 러시아)에 속아서 일어난 어이없는 한국전쟁..",
2025.06.25 13:37,개털전자,lake****,005930,305068044,0,32,1,0,무능한 경영이 불러온 참사,
2025.06.25 13:36,기관 공매도,tok7****,005930,305067945,0,58,1,0,다 퇴출이 답이다,
2025.06.25 13:35,삼성주식이,cc******,005930,305067781,0,115,2,1,"오르니 안오르니 하는 사람들은 아무런 정보가 없는 분들이군
9월에 테스트, 실패하면 내년3월, 삼성 연구진들 sk로 대거 이동한탓
8월에 조심스럽게 문을 두들기새요",
2025.06.25 13:35,이재명 청렴한건 윤석렬이 증명시켜줬고,sk******,005930,305067721,1,74,11,2,"김민석 청렴한건 주진우가 증명시켜주더라

고맙게도 ㅋㅋㅋㅋㅋㅋㅋㅋ",조카
2025.06.25 13:35,노상원,inda****,005930,305067712,1,40,0,3,https://www.threads.com/@piwiam/post/DLSN9gNSsYa?xmt=AQF0_u4sswX9EedA2SxoTvnJgCcS8zgeWecxLo8OFN997A,롯데리아 내란버거 좋아하는 애기동자 ㅋㅋㅋㅋㅋ
2025.06.25 13:34,한미 반도체 잘됐음 좋겠다,kkbb****,005930,305067669,0,35,0,0,"sk한테 뒷통수 맞고...
삼성한테 무시당하고...
삼성아 지금이라도 한미랑 손잡아라...",
2025.06.25 13:34,삼성전자 ?문에 웃을 일이 없네,fals****,005930,305067656,0,35,0,0,매일매일 짜증과 후회와 자신에게 원망하는 날의 연속이군,
2025.06.25 13:34,대체 너란 아이는....,ing0****,005930,305067638,0,26,0,0,"기다리기 넘 힘들다
언제까지 기다려야 하니.",
2025.06.25 13:34,전쟁 합의 종전 아직 안나온다네?,mpj0****,005930,305067576,0,27,0,0,"오늘 1시 까지

나오기로 햇다는데?",
2025.06.25 13:33,열림공감 tv에 나온 하얀가루는 누가..,supe****,005930,305067502,0,27,3,0,"석열이 건희 검찰 경찰 모두 연루되었다고..
2찍들은 매국노다",
2025.06.25 14:17,들고계신분들은 참고라도....,cool****,035720,305073560,0,9,5,0,,
2025.06.25 14:16,왜이러는지 아는사람,hoye****,035720,305073472,2,44,0,0,,
2025.06.25 14:16,벼루고 있었네요,lkh6****,035720,305073405,0,21,0,0,세력들이 물량 잡으려고 딱 벼루고 있었군요,벼루엔 먹
2025.06.25 14:15,종가는,j100****,035720,305073340,0,24,1,0,빨간불♡♡,
2025.06.25 14:15,●카카오 좋은 소식 곧 있을 것 같네요,chue****,035720,305073303,0,21,0,0,여기저기에서 긍정적이고 향상발전적인 전망과 성장성을 말하고 있군요. 좋은 실적과 성장성은 주식의 가치로서의 전부를 말하는 겁니다.하나의 주식을 놓고 전문가들과 매매자들의 긍정적으로 믿음을 가지고 평가하기는 힘든 일인데요. 보유하고 싶은 주식인 것은 분명합니다.,
2025.06.25 14:14,털렸으면,fefr****,035720,305073239,0,23,1,0,비싸게 사야지^^,
2025.06.25 14:13,코로나 불장 때 삼전 느낌,anot****,035720,305073069,0,39,2,0,그냥 그렇다고~,
2025.06.25 14:12,9900원에 안팔고 뭐했음?,blac****,035720,305072975,0,36,1,0,"줘도 못먹네 너무 움직임이 뻔하잖아 오늘은 그냥 고점이다 싶음 팔고 저점이다 싶음 사고 그래야지

이런날에 오버 슈팅 기대하면 곤란해 ^^",
2025.06.25 14:12,안티들아,ltar****,035720,305072920,1,50,4,1,내가 보기에는 카가오가 대장 같은데 어찌 생각하누?,카카오는 그냥 계속올라
2025.06.25 14:11,왜이러는지 아는사람,hoye****,035720,305072820,3,192,1,0,,
2025.06.25 14:10,양전가나요?,sugu****,035720,305072746,0,51,5,0,7만 뚫으면 재매수,
2025.06.25 14:10,카카오 미친 시초가 회복이냐옹,jwoi****,035720,305072695,0,60,2,0,뭐냐 오늘은 조정하고 낼 크게 슛팅할줄 알앗는데,
2025.06.25 14:10,"개카오가 살길은 카페,카?,카게에 기생충...",kitt****,035720,305072677,0,34,1,0,,
2025.06.25 14:09,카카오의 저력이 엄청납니다.,love****,035720,305072603,0,54,1,0,"역시 대한민국 넘버원 글로벌 AI 기업 답네요.
거기다 민주당이라는 강력한 뒷배와 함께
이제는 과거의 영광을 다시 되찾을 때입니다.
시총 3위로 다시 올라갑니다.",
2025.06.25 14:09,AMD????!,ys******,035720,305072566,0,46,1,0,,
2025.06.25 14:09,★ 큰손이 오전에 개인물량 받고 올리는구...,afri****,035720,305072553,0,37,4,0,이재명대통령이 제일 관심인 AI 관련 카카오 ㄱㄱㄱ,
2025.06.25 14:09,프로그램 매수세 전환 외인 매수세전환,good****,035720,305072538,0,42,1,0,수고했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2025.06.25 14:09,텔레방 업자는 안보이고,furi****,035720,305072535,0,22,1,1,개미탕만 겁나게 되있네,
2025.06.25 14:09,텔레방 업자는 안보이고,furi****,035720,305072535,0,22,1,1,개미탕만 겁나게 되있네,
2025.06.25 14:09,물량 뺏기지 마세요~~,kang****,035720,305072526,0,27,2,0,"개미들 겁내 파는구만ㅎㅎ
참으세요~~~말리는거에요~~
곧 다시 날라갑니다",
2025.06.25 14:09,물량 뺏기지 마세요~~,kang****,035720,305072526,0,27,2,0,"개미들 겁내 파는구만ㅎㅎ
참으세요~~~말리는거에요~~
곧 다시 날라갑니다",
2025.06.25 14:09,텔레방 업자는 안보이고,furi****,035720,305072535,0,22,1,1,개미탕만 겁나게 되있네,
2025.06.25 14:09,텔레방 업자는 안보이고,furi****,035720,305072535,0,22,1,1,개미탕만 겁나게 되있네,
2025.06.25 14:09,물량 뺏기지 마세요~~,kang****,035720,305072526,0,27,2,0,"개미들 겁내 파는구만ㅎㅎ
참으세요~~~말리는거에요~~
곧 다시 날라갑니다",
2025.06.25 14:09,물량 뺏기지 마세요~~,kang****,035720,305072526,0,27,2,0,"개미들 겁내 파는구만ㅎㅎ
참으세요~~~말리는거에요~~
곧 다시 날라갑니다",
2025.06.25 14:08,종가 양봉진입 최소 72000원 마감예상,ardo****,035720,305072476,0,38,3,0,"역시 힘이좋다
대장주는 조정없이 간다",너무 막 가면 ㅇㅓ떡해ㅋㅋㅋ
2025.06.25 14:08,68200-69700,lui_****,035720,305072472,0,33,0,2,"익절 냠
7만은 못뚫지",
2025.06.25 14:08,상승랠리~또시작인가요?,chul****,035720,305072437,0,29,1,0,또~밀어 올리내요,
2025.06.25 14:08,페이십만원찍었다?,hrp0****,035720,305072422,0,21,0,0,넌언제찍어볼래?,
2025.06.25 14:07,커커오 오늘도 달린다...,rang****,035720,305072369,0,49,1,0,~,
2025.06.25 14:07,쪽팔리게 6자가 뭐냐 7자서 놀아라,dltn****,035720,305072346,0,26,2,0,8자는 그 후,
2025.06.25 14:07,개인,siaw****,035720,305072273,0,37,1,1,탈탈 털리는구나,
2025.06.25 14:06,□ 주식담보대출/거래수수료 이벤트,gmse****,035720,305072214,0,20,0,0,"저희 증권사는
1. 주식담보대출/신용 금리 이벤트
2. 거래수수료 이벤트

- 4.25% 신용/대출 금리
당사 계좌가 있더라도 신규 신용/대출 고객
누구나!
180일 10억한도 국내/해외주식
(10억 초과분 협의)

- 주식거래 수수료무료
당사 최초신규고객!
180일 국내/해외주식 (유관기관수수료有)

- 해외주식 환율우대 100%

- 타증권사 담보대출 있으셔도 대출 가능

- 180일 이벤트 종료 이후,
경쟁력 있는 금리와 수수료 협의 진행

■전화, 문자 문의■
OlO-6427-9751",
2025.06.25 14:06,약속의 2시,nd******,035720,305072185,0,47,2,0,종가는 양전!!,
2025.06.25 14:06,가자 갓카오,saeb****,035720,305072175,0,26,4,0,일단 8카오 가자,
2025.06.25 14:06,종가에 맞춰서 vi찍고,gold****,035720,305072172,0,29,1,0,"동시호가 급등 멋지게 한방 해줘바
하루종일 지겨웠고
카페 카뱅 동생들 상한가 찍을때 버텼는데
보상좀 해줘야지
안그래?",
2025.06.25 14:06,양전 하냐?,blac****,035720,305072086,0,35,5,0,양전하면 킹카오 인정,
2025.06.25 14:05,대출받아 추매해따,base****,035720,305071976,2,80,2,0,신경 꺼도 된다,멋져브러 | 오늘도 양봉이다
2025.06.25 14:05,역시 갓카오,shba****,035720,305071934,0,40,2,0,믿고 있었다규,
2025.06.25 14:04,신규,lkh6****,035720,305071880,1,55,2,0,"신규분들 지금 사세요
적기입니다",백기
2025.06.25 14:04,"pbr 2.91배, 시총 30.5조, 단...",soo3****,035720,305071836,0,44,0,0,"PBR 0.0배, 시총 236억,
4년만에 매출액 10배 폭발
최근 2년 영업이익이 시총보다 100억 많고
최근 2년 순이익도 시총보다 90억이나 많아요
900620/로스웰
외인이 끊없이 매집중
한국 개미들은 조금올랐다고 수익 실현중이고
종목 한번 살펴 보시요~~
텐배거 조건 완비",
2025.06.25 14:04,호재뉴스,zenh****,035720,305071787,1,162,2,0,"카카오엔터프라이즈, AMD와 개발자 밋업 성료…AI인프라 기술협력 강화",할말이 없내 그렇게 누르더니
2025.06.25 14:04,밥 다 묵었으면,ys******,035720,305071781,0,45,0,0,슬슬 가자,
2025.06.25 14:03,장중조정 멋지다,fare****,035720,305071673,0,55,0,0,흥해라 카카오,
2025.06.25 14:01,시총30조 ㅡㅡ 재무봐라,ssci****,035720,305071469,0,68,1,0,야두라,
2025.06.25 14:01,다시 시작이다,gold****,035720,305071428,0,48,0,0,"분봉 336이평 돌파
정배열로 올라가야지

털었으면 달려
내전부들 달고 달려~",
2025.06.25 14:01,최저임금,agen****,035720,305071380,0,32,0,0,"최저임금 상승은 외국 노동자 까지 적용
전체적인 임금 상승 올린다

적정선 유지하고
수익분에 대해서 국민들의 저임금 노동자 지원책 이게 국민 지원금 일수도 있다",
2025.06.25 14:00,호가창에 미리 매수매도 걸지말고,mj******,035720,305071271,0,58,1,0,바로 바로 사고 팔고해야 대응을 못한다. 몇원 손해보는것 같지만 그게 이익이다.,
2025.06.25 13:59,프매 양전했다,zenh****,035720,305071214,0,110,1,0,ㅋㅋㅋㅋ ㅋㅋㅋㅋ,
2025.06.25 13:58,68000아래서사. 그전에 사면 그 물량...,mj******,035720,305071009,0,106,1,0,우리가 사준 물량으로. 곧 오픈 AI호재 나오니까 자연스럽게 대장달때 매집해야지,
2025.06.25 13:58,비실비실,suil****,035720,305070960,0,44,0,0,...,
2025.06.25 13:57,올라간다에,gold****,035720,305070910,0,59,2,0,내 전재산을 걸었다.,
2025.06.25 13:56,와 씨 프로 양전 ㅋㅋ,blac****,035720,305070796,0,98,1,0,개미들 장난 없네,
2025.06.25 13:55,내말이 맞는건 아니지만,9604****,035720,305070656,3,207,1,3,"5자 슬쩍 보여주고 가는 경우가 많아
그럼 더 크게 가긴해
6~5부근 그 언저리쯤 가면 올라타~~~~~~~~~~",빨리사라 | 설사하니 ㅋㅋㅋㅋ | 기다리다 막차도 노친다
2025.06.25 13:54,빚투맛이어?,ssci****,035720,305070486,0,68,1,0,?돈복사쉽니,
2025.06.25 13:53,네이버,skpr****,035720,305070429,0,64,0,0,어제 폭등장에 조정받은 네이버 분위기 흐름 좋아지고 있습니다...,
2025.06.25 13:53,코스피 일 거래대금 14조,a8******,035720,305070315,0,63,1,0,"가지고, 고점 간다는게 무리지..
실적이 좋아진것도 아니고..ㅎㅎ
핫마디로 개거품으로 보인다. 조심들 하셔..",
2025.06.25 13:51,네이버로 오세요,leei****,035720,305070098,0,47,1,1,ㅈ카오 시세 끝,
2025.06.25 13:50,확 떨어?을때 다시 들어가면됨,scut****,035720,305069938,0,58,2,1,"지금은 관망
6만원 밑으로 오기를 기다림",
2025.06.25 13:50,코스피는계속 오를까 의문,tt******,035720,305069865,0,60,0,0,국장무섭,
2025.06.25 13:47,아릉다운,youn****,035720,305069474,1,195,0,0,조정이라 믿고싶어요,이보다 더 아름다울순 없어요 5일선위에서 2% ㅎ
2025.06.25 13:45,개미들만 파네.,edel****,035720,305069264,0,128,0,0,"프로그램,기관 매수하고 공매도투신은 던지고 그래도 오늘 상승마감한다.",
2025.06.25 13:45,건전한 조정임,sc******,035720,305069168,0,90,2,2,"도깨비 마냥 사팔사팔 촐삭되지 말고
지긋이 가지고 가라
촐삭되면 들어오는 복도 나간다",
2025.06.25 13:45,앵두헝 말씀 하셨다.,123d****,035720,305069138,0,74,0,0,"손절~~팍 팍~~
유대거대자금 .머니 므ㅡ브~~
근디 유대인애들 전쟁자금 기부하느라
돈 읍다 보다..ㅋ",
2025.06.25 13:43,68000 아래서 사라고했지?,mj******,035720,305068855,0,125,2,0,매수대기물량 먹을때까지 누른다.,
2025.06.25 13:42,다 샀다 이제 올려라,gold****,035720,305068827,0,83,1,1,"내려도 돈없어
더 못산다~
걍 올려라
안올려도 익절안한다
그냥 올려라
올려도 안나간다
믿고 올려라~",
2025.06.25 13:41,카카오는 진짜 크게 갈것이다!!,gp******,035720,305068582,0,293,2,2,https://naver.me/GVEs9MnX,
2025.06.25 13:40,조정이다 튀라,scut****,035720,305068555,1,202,3,2,팔고 간다,끄 져~
2025.06.25 13:40,요즘 유형두 뭐하나요,jsw1****,035720,305068486,0,68,1,0,"다시 나와서 카카오를 설명해줘야 되는거 아닌가?
기타치면서 후원도 걷고
그시절이 그립다면
다 물린거지",
2025.06.25 13:40,다음달 실적시즌 도래,sam7****,035720,305068461,0,80,0,0,개관이 만든 거품 per pbr 어케 될려나ㅋㅋ,
2025.06.25 13:39,올라갈때가 됐어,gold****,035720,305068335,0,104,0,0,"우리는 8시까지 가는거야
약속끄 두시다",
2025.06.25 13:38,서두를거 없다,kch3****,035720,305068223,1,151,0,0,"뚜쟁이들
실망 매도 시켜라~ㅋ",아주 놀구있네
2025.06.25 13:38,정청래,agen****,035720,305068166,2,169,2,2,"이분은 늘 국민의 목소리를 듣는 분이다
국민속에 사는분",미대사관을 폭탄으로 그냥 | 맞소
2025.06.25 13:36,안티들아 니들이 지금은 주등아리,tjrd****,035720,305067936,1,107,4,2,"지껄때가 아니라 살때다ㅡ...
어여입다물고 매수혀라
내일 가니까~~",그러게 곧 상법개정인데 다음주 ㅋㅋ
2025.06.25 13:34,18카오같은 것들,gold****,035720,305067692,0,90,1,0,"졸려죽겠다
설마..주포 자냐?",
2025.06.25 13:33,라다멜 팔카오,khan****,035720,305067466,0,48,0,0,오오오오,
2025.06.25 13:32,아직 빨라. 좀만 기다려.,mj******,035720,305067370,0,90,0,0,오픈ai애들 움직일때 담아도된다,
2025.06.25 13:31,트럼프,agen****,035720,305067172,0,87,0,0,"전쟁 싫어함

노벨 평화상 평화주의

이란 핵문제해결로 중동평화
중동에서는 이란만 문제다

북한은 이란보다 수월 대화할듯
조만간 김정은 만날듯",
2025.06.25 13:28,아 졸립다,blac****,035720,305066851,1,108,3,0,호가창이 수면제가 따로없네 ㅋㅋㅋ,졸리면 자라
2025.06.25 13:28,9만카오,gold****,035720,305066785,0,128,1,0,"5거래양봉이라 쉬어가냐
오늘 내일은 꼭가야지
단기급등 달고 좀 쉬어가자
지루하구먼",
2025.06.25 13:28,AI대장 복귀 전까지는 아니다.,mj******,035720,305066763,1,138,1,0,참고 기다려. 매수타이밍 준다,흐르미야~
2025.06.25 13:27,빚투맛이어때,ssci****,035720,305066650,0,62,0,0,돈복사쉽니?,
2025.06.25 13:25,68100에 5천만원치 사서,door****,035720,305066366,4,321,0,1,"지금 팔았다
+50만원",심심한가벼~ | 얼마에 팔았냐 | 10분만에 50 벌었는데 잘한거지 오늘 거래는 이걸로 끝이다 | 그걸 자랑이라고 하고 있냐?
2025.06.25 13:24,장중조정끝났네요,kimk****,035720,305066228,0,132,1,1,갑시다^^모건척살하러,
2025.06.25 13:24,뉴스 떳다,kha5****,035720,305066172,1,276,0,1,무슨 내용인지는 ~,뉴스 떴잔아 내가 거짓말헸나 | 관종이군....ㅉㅉㅉ불쌍한 인간!그러니 누가 너같은 인간하고 상대하겄냐!!!
2025.06.25 13:24,형이 쫌 올려 줄께~~,tjrd****,035720,305066162,0,75,0,0,가보자,
2025.06.25 13:22,김용태 비대위원장,agen****,035720,305065992,3,113,0,0,"트럼프 한태 임기 끝나고 재판받으라고 하는듯

전체적인걸 뜯어보면
국힘은 미국한태도 버림 받은 당 같다",그게 우리의 미래다 | 이제는 어쩔 수 없어요 중국화 가는거에요 | 나라가 워낙 친중 좌편향 돼있어서 미국도 못 돌려세워요
2025.06.25 13:22,프매가 싹쓸어가네 ㄷㄷ,cys2****,035720,305065965,0,90,0,0,오진다,
2025.06.25 13:22,오후장 대장 한번 해주야지,flow****,035720,305065960,0,35,2,0,어여어여,
2025.06.25 13:22,추가 매수 4000주,tjrd****,035720,305065945,0,56,0,0,ㅡㅡ000,
2025.06.25 13:21,따라붙지 말고 68000 깨면 담기시작해,mj******,035720,305065818,0,62,2,0,.,
2025.06.25 13:21,챠트가 끝물인디,123d****,035720,305065775,0,107,2,0,"탈출 다 하신겨~
앵두헝 님은 전설이여~
7만원 ~~팍팍~
유대인애들도 불경긴가 본디.
유대 거대자금. 무브 머니~~팍팍,",
2025.06.25 13:18,오늘,sang****,035720,305065328,1,124,2,4,65000 내일 6마넌 계단식하락 4만초반까지빠지고 반등 ㅋ,모지리 ㅋㅋㅋ
2025.06.25 13:16,원하는 물량이 68000에 쌓여있으니,mj******,035720,305065117,0,145,4,0,무조건 그 아래서 담아야. 혹시 모르니 분할매수. 그 물량 먹을때까지 누를겁니다. 본인들이 치우고 또 그 아래에 걸고를 반복할겁니다. 근데 돈이 안드는건 아닙니다. 개미가 그 위 가격에서만 안사면 개미 물량으로 찍어내리는건 최소한 없죠,
2025.06.25 13:16,먹고먹고 또먹고,khan****,035720,305065075,0,95,3,0,고맙다,
2025.06.25 13:15,외인 조금전,zenh****,035720,305065030,0,210,3,0,"비닥에서 68,000주 급 매수 ㅋㅋㅋ
돈 많은 놈이. 장땡이네",
2025.06.25 13:14,안티 급증 ㅎㅎ 호재 나올때 됐다,tjrd****,035720,305064813,0,78,4,1,..내일 보자...,
2025.06.25 13:14,풀미수 신용으로 궁민연금과,spri****,035720,305064807,0,74,4,0,함께 60만원 만들자.ㅋㅋ,
2025.06.25 13:14,65원 오면 다시 재매수 하겠음,sugu****,035720,305064778,1,137,2,3,"다들 건투~

안오면 말고",10만원 볼 거면 별 차이없으니까 지금 사
2025.06.25 14:16,그냥 개미가 덜간 쪽으로 세력은 드러올리...,mj******,035420,305073482,0,24,0,0,그게 카카오든 네이버든 상관없어,
2025.06.25 14:15,골드만,5sil****,035420,305073400,0,39,0,0,이쫌팍팍사자 모건좀 꺼지고,
2025.06.25 14:14,상법개정 최대 수혜주,ute1****,035420,305073262,1,71,0,1,,
2025.06.25 14:14,야 카페 다시 오른다. 다시 들어올렷,mj******,035420,305073257,0,23,0,0,.,
2025.06.25 14:14,네이버는 항상,rkdw****,035420,305073165,0,42,0,0,2시 3시에 수급 들어옴 이때 움직임 없으면 보합이라고 보면 됨,
2025.06.25 14:13,10만원을 올렸는데,zz01****,035420,305073109,1,69,2,0,몇천원 빠진다고 징징거리는 애들보면 안봐?ㅋㅋㅋㅋㅋㅋ엄마한테도 징징거리겠네,20초에 물려본사람은 알꺼다 네이버가 얼마나 사악한놈인지
2025.06.25 14:12,즉 네이버 세력이 카페를 보고 움직이고,mj******,035420,305072974,0,46,0,1,카카오 세력은 안보고있다? 인가? ㅋ,
2025.06.25 14:11,덩치 아깝다 카카오 꼬봉이냐?,zozo****,035420,305072877,1,47,0,0,뭐야 이건 완전 잡주네.......,내눈엔진짜쎄다
2025.06.25 14:11,요세 오전에 내리고 오후에 올리는구만 ㅋ...,afri****,035420,305072809,0,52,0,0,가자 네이버 정부에 들어간 네이버 우군들이 있다~,
2025.06.25 14:11,즉 카페 올라서 네이버가 카카오보다,mj******,035420,305072771,0,40,0,0,더 많이 회복했다는거 ㅋ 재밋네 ㅋ 뭐가 어찌 막장드라마처럼 막 돌아가네 ㅋ,
